"chr"	"starts"	"ends"	"genes"
"31660"	"chr3"	149087081	149087082	"HLTF.AS1"
"31661"	"chr3"	149378527	149378528	"TM4SF1.AS1"
"31662"	"chr3"	149378527	149378528	"TM4SF1.AS1"
"31663"	"chr3"	149378527	149378528	"TM4SF1.AS1"
"31664"	"chr3"	149658959	149658960	"WWTR1.AS1"
"31665"	"chr3"	149972028	149972029	"LOC646903"
"31666"	"chr3"	150097192	150097193	"LOC105374313"
"31667"	"chr3"	150239268	150239269	"LINC01213"
"31668"	"chr3"	150239449	150239450	"LINC01213"
"31669"	"chr3"	150324497	150324498	"LINC01214"
"31670"	"chr3"	150324497	150324498	"LINC01214"
"31671"	"chr3"	150704313	150704314	"ERICH6.AS1"
"31672"	"chr3"	150704724	150704725	"ERICH6.AS1"
"31673"	"chr3"	150739735	150739736	"LOC101928105"
"31674"	"chr3"	45797286	45797287	"SLC6A20"
"31675"	"chr3"	38497089	38497090	"EXOG"
"31676"	"chr3"	150973427	150973428	"CLRN1.AS1"
"31677"	"chr3"	151566745	151566746	"MIR5186"
"31678"	"chr3"	151928925	151928926	"AADACL2.AS1"
"31679"	"chr3"	151928925	151928926	"AADACL2.AS1"
"31680"	"chr3"	151771205	151771206	"AADACP1"
"31681"	"chr3"	152206179	152206180	"LOC101928166"
"31682"	"chr3"	152270376	152270377	"MBNL1.AS1"
"31683"	"chr3"	152270376	152270377	"MBNL1.AS1"
"31684"	"chr3"	152341740	152341741	"TMEM14EP"
"31685"	"chr3"	153763276	153763277	"LINC02006"
"31686"	"chr3"	154121960	154121961	"ARHGEF26.AS1"
"31687"	"chr3"	49359103	49359104	"GPX1"
"31688"	"chr3"	155241694	155241695	"LINC01487"
"31689"	"chr3"	170038744	170038745	"GPR160"
"31690"	"chr3"	155486552	155486553	"PLCH1.AS2"
"31691"	"chr3"	155807037	155807038	"C3orf33"
"31692"	"chr3"	156228633	156228634	"KCNAB1.AS2"
"31693"	"chr3"	156447686	156447687	"KCNAB1.AS1"
"31694"	"chr3"	156554875	156554876	"SSR3"
"31695"	"chr3"	156555595	156555596	"SSR3"
"31696"	"chr3"	156555950	156555951	"SSR3"
"31697"	"chr3"	56683987	56683988	"TASOR"
"31698"	"chr3"	156676463	156676464	"TIPARP.AS1"
"31699"	"chr3"	156817812	156817813	"LINC00886"
"31700"	"chr3"	156812771	156812772	"PA2G4P4"
"31701"	"chr3"	157123752	157123753	"LINC00880"
"31702"	"chr3"	157082590	157082591	"LINC02029"
"31703"	"chr3"	157090630	157090631	"LINC00881"
"31704"	"chr3"	156675339	156675340	"TIPARP"
"31705"	"chr3"	97765270	97765271	"ARL6"
"31706"	"chr3"	111542946	111542947	"CD96"
"31707"	"chr3"	158527457	158527458	"UC.134"
"31708"	"chr3"	158571816	158571817	"LOC100996447"
"31709"	"chr3"	42937091	42937092	"KRBOX1"
"31710"	"chr3"	159070001	159070002	"IQCJ"
"31711"	"chr3"	159070001	159070002	"IQCJ"
"31712"	"chr3"	159070001	159070002	"IQCJ.SCHIP1"
"31713"	"chr3"	159283395	159283396	"MIR3919"
"31714"	"chr3"	160207842	160207843	"IL12A.AS1"
"31715"	"chr3"	160021398	160021399	"LINC01100"
"31716"	"chr3"	160450588	160450589	"TRIM59.IFT80"
"31717"	"chr3"	48372968	48372969	"FBXW12"
"31718"	"chr3"	160450588	160450589	"TRIM59.IFT80"
"31719"	"chr3"	160486497	160486498	"TRIM59.IFT80"
"31720"	"chr3"	160515986	160515987	"SCARNA7"
"31721"	"chr3"	160871347	160871348	"PPM1L"
"31722"	"chr3"	161373700	161373701	"SPTSSB"
"31723"	"chr3"	161427176	161427177	"LINC02067"
"31724"	"chr3"	163304051	163304052	"LINC01192"
"31725"	"chr3"	164172306	164172307	"MIR1263"
"31726"	"chr3"	164832230	164832231	"LINC01324"
"31727"	"chr3"	165197859	165197860	"SLITRK3"
"31728"	"chr3"	165207709	165207710	"LINC01322"
"31729"	"chr3"	48197313	48197314	"MIR4443"
"31730"	"chr3"	166899432	166899433	"LOC105374194"
"31731"	"chr3"	167393545	167393546	"LINC01327"
"31732"	"chr3"	167896697	167896698	"LRRC77P"
"31733"	"chr3"	167896697	167896698	"LRRC77P"
"31734"	"chr3"	168250271	168250272	"EGFEM1P"
"31735"	"chr3"	168902694	168902695	"LINC02082"
"31736"	"chr3"	184380822	184380823	"CHRD"
"31737"	"chr3"	169448616	169448617	"LOC105374205"
"31738"	"chr3"	169775014	169775015	"MYNN"
"31739"	"chr3"	72888795	72888796	"GXYLT2"
"31740"	"chr3"	196569409	196569410	"FBXO45"
"31741"	"chr3"	169967484	169967485	"LOC100128164"
"31742"	"chr3"	169967484	169967485	"LOC100128164"
"31743"	"chr3"	170423852	170423853	"MIR6828"
"31744"	"chr3"	170468034	170468035	"SLC7A14.AS1"
"31745"	"chr3"	170468034	170468035	"SLC7A14.AS1"
"31746"	"chr3"	170468034	170468035	"SLC7A14.AS1"
"31747"	"chr3"	171107509	171107510	"MIR569"
"31748"	"chr3"	184378958	184378959	"THPO"
"31749"	"chr3"	171901490	171901491	"TMEM212.AS1"
"31750"	"chr3"	172596357	172596358	"LINC02068"
"31751"	"chr3"	155080760	155080761	"MME"
"31752"	"chr3"	173921546	173921547	"NLGN1.AS1"
"31753"	"chr3"	175115992	175115993	"NAALADL2.AS3"
"31754"	"chr3"	175271846	175271847	"NAALADL2.AS2"
"31755"	"chr3"	175370289	175370290	"MIR4789"
"31756"	"chr3"	175777083	175777084	"NAALADL2.AS1"
"31757"	"chr3"	176245300	176245301	"MIR548I1"
"31758"	"chr3"	176515852	176515853	"MIR7977"
"31759"	"chr3"	176636282	176636283	"LINC01208"
"31760"	"chr3"	176817751	176817752	"LINC01209"
"31761"	"chr3"	177295191	177295192	"LINC00501"
"31762"	"chr3"	177442670	177442671	"LINC00578"
"31763"	"chr3"	177817614	177817615	"LINC02015"
"31764"	"chr3"	178419950	178419951	"LINC01014"
"31765"	"chr3"	178861155	178861156	"KCNMB2.AS1"
"31766"	"chr3"	178861155	178861156	"KCNMB2.AS1"
"31767"	"chr3"	179148723	179148724	"LOC101928739"
"31768"	"chr3"	179267800	179267801	"KCNMB3"
"31769"	"chr3"	179260641	179260642	"KCNMB3"
"31770"	"chr3"	179267800	179267801	"KCNMB3"
"31771"	"chr3"	179898943	179898944	"PEX5L.AS2"
"31772"	"chr3"	179900286	179900287	"PEX5L.AS2"
"31773"	"chr3"	179900286	179900287	"PEX5L.AS2"
"31774"	"chr3"	180414922	180414923	"LINC02053"
"31775"	"chr3"	180870928	180870929	"LOC101928882"
"31776"	"chr3"	180990268	180990269	"DNAJC19"
"31777"	"chr3"	180990524	180990525	"DNAJC19"
"31778"	"chr3"	180990524	180990525	"DNAJC19"
"31779"	"chr3"	180990524	180990525	"DNAJC19"
"31780"	"chr3"	181232486	181232487	"RNU6.1"
"31781"	"chr3"	181232486	181232487	"RNU6.7"
"31782"	"chr3"	181232486	181232487	"RNU6.8"
"31783"	"chr3"	181232486	181232487	"RNU6.9"
"31784"	"chr3"	181232486	181232487	"RNU6.2"
"31785"	"chr3"	181443236	181443237	"LOC102724604"
"31786"	"chr3"	181953113	181953114	"LINC01206"
"31787"	"chr3"	182487112	182487113	"LINC01994"
"31788"	"chr3"	182507874	182507875	"LINC01995"
"31789"	"chr3"	183099993	183099994	"MCCC1"
"31790"	"chr3"	183100337	183100338	"MCCC1"
"31791"	"chr3"	183448357	183448358	"LINC00888"
"31792"	"chr3"	183448400	183448401	"LINC00888"
"31793"	"chr3"	183452608	183452609	"SNORA63D"
"31794"	"chr3"	183454563	183454564	"SNORA63E"
"31795"	"chr3"	183549484	183549485	"KLHL6.AS1"
"31796"	"chr3"	60081659	60081660	"FHIT"
"31797"	"chr3"	183811201	183811202	"YEATS2.AS1"
"31798"	"chr3"	183887549	183887550	"MIR4448"
"31799"	"chr3"	184007087	184007088	"ABCC5.AS1"
"31800"	"chr3"	184105928	184105929	"HTR3E.AS1"
"31801"	"chr3"	184097813	184097814	"HTR3E"
"31802"	"chr3"	184100928	184100929	"HTR3E"
"31803"	"chr3"	184100928	184100929	"HTR3E"
"31804"	"chr3"	184100928	184100929	"HTR3E"
"31805"	"chr3"	184234165	184234166	"VWA5B2"
"31806"	"chr3"	184326445	184326446	"SNORD66"
"31807"	"chr3"	184336678	184336679	"FAM131A"
"31808"	"chr3"	184557668	184557669	"LINC01840"
"31809"	"chr3"	184773905	184773906	"LINC02069"
"31810"	"chr3"	184813256	184813257	"VPS8"
"31811"	"chr3"	184812892	184812893	"VPS8"
"31812"	"chr3"	112562794	112562795	"SLC35A5"
"31813"	"chr3"	184812892	184812893	"VPS8"
"31814"	"chr3"	51707817	51707818	"GRM2"
"31815"	"chr3"	184812892	184812893	"VPS8"
"31816"	"chr3"	184813256	184813257	"VPS8"
"31817"	"chr3"	185163650	185163651	"EHHADH.AS1"
"31818"	"chr3"	185283690	185283691	"MAP3K13"
"31819"	"chr3"	185714001	185714002	"IGF2BP2.AS1"
"31820"	"chr3"	185768654	185768655	"MIR548AQ"
"31821"	"chr3"	185960692	185960693	"NMRAL2P"
"31822"	"chr3"	186441094	186441095	"LINC02020"
"31823"	"chr3"	186441094	186441095	"LINC02020"
"31824"	"chr3"	186441094	186441095	"LINC02020"
"31825"	"chr3"	186494411	186494412	"LINC02052"
"31826"	"chr3"	186571293	186571294	"TBCCD1"
"31827"	"chr3"	186785545	186785546	"SNORD2"
"31828"	"chr3"	186787072	186787073	"SNORA63B"
"31829"	"chr3"	186787421	186787422	"MIR1248"
"31830"	"chr3"	186787424	186787425	"SNORA81"
"31831"	"chr3"	186788048	186788049	"SNORA63"
"31832"	"chr3"	186788362	186788363	"SNORA4"
"31833"	"chr3"	186826271	186826272	"LINC02043"
"31834"	"chr3"	186862118	186862119	"ADIPOQ.AS1"
"31835"	"chr3"	187208379	187208380	"LOC101929106"
"31836"	"chr3"	187292021	187292022	"LOC101929130"
"31837"	"chr3"	187447795	187447796	"LINC02041"
"31838"	"chr3"	187703115	187703116	"LOC100131635"
"31839"	"chr3"	187977157	187977158	"LINC01991"
"31840"	"chr3"	187977157	187977158	"LINC01991"
"31841"	"chr3"	188154838	188154839	"LPP.AS2"
"31842"	"chr3"	188179292	188179293	"FLJ42393"
"31843"	"chr3"	188569416	188569417	"LPP.AS1"
"31844"	"chr3"	188948389	188948390	"TPRG1.AS1"
"31845"	"chr3"	151459459	151459460	"IGSF10"
"31846"	"chr3"	189241344	189241345	"TPRG1.AS2"
"31847"	"chr3"	190123187	190123188	"P3H2"
"31848"	"chr3"	190121713	190121714	"P3H2.AS1"
"31849"	"chr3"	190878679	190878680	"SNAR.I"
"31850"	"chr3"	191235355	191235356	"OSTN.AS1"
"31851"	"chr3"	170870945	170870946	"RPL22L1"
"31852"	"chr3"	192239379	192239380	"FGF12.AS1"
"31853"	"chr3"	192515771	192515772	"FGF12.AS2"
"31854"	"chr3"	193242528	193242529	"MGC2889"
"31855"	"chr3"	193307993	193307994	"ATP13A5.AS1"
"31856"	"chr3"	193553962	193553963	"ATP13A4.AS1"
"31857"	"chr3"	193554161	193554162	"ATP13A4.AS1"
"31858"	"chr3"	27723073	27723074	"EOMES"
"31859"	"chr3"	193628082	193628083	"OPA1.AS1"
"31860"	"chr3"	193844759	193844760	"LINC02038"
"31861"	"chr3"	194004409	194004410	"LINC02026"
"31862"	"chr3"	193994988	193994989	"DPPA2P3"
"31863"	"chr3"	194071720	194071721	"LINC02028"
"31864"	"chr3"	194071720	194071721	"LINC02028"
"31865"	"chr3"	194070279	194070280	"LINC02028"
"31866"	"chr3"	194207057	194207058	"LINC02036"
"31867"	"chr3"	194250903	194250904	"LINC02036"
"31868"	"chr3"	194248397	194248398	"LINC02037"
"31869"	"chr3"	194313554	194313555	"LINC00887"
"31870"	"chr3"	194487889	194487890	"LINC00884"
"31871"	"chr3"	194585017	194585018	"TMEM44.AS1"
"31872"	"chr3"	194585017	194585018	"TMEM44.AS1"
"31873"	"chr3"	194585017	194585018	"TMEM44.AS1"
"31874"	"chr3"	194709170	194709171	"LINC01968"
"31875"	"chr3"	194769459	194769460	"LINC01972"
"31876"	"chr3"	195095337	195095338	"XXYLT1.AS1"
"31877"	"chr3"	195135330	195135331	"MIR3137"
"31878"	"chr3"	195148620	195148621	"XXYLT1.AS2"
"31879"	"chr3"	195148620	195148621	"XXYLT1.AS2"
"31880"	"chr3"	195652909	195652910	"LOC105374297"
"31881"	"chr3"	195652909	195652910	"LOC105374297"
"31882"	"chr3"	195658788	195658789	"SDHAP2"
"31883"	"chr3"	195689247	195689248	"MIR570HG"
"31884"	"chr3"	195700150	195700151	"MIR570"
"31885"	"chr3"	195854978	195854979	"LINC01983"
"31886"	"chr3"	195861154	195861155	"LINC01983"
"31887"	"chr3"	195883145	195883146	"MIR6829"
"31888"	"chr3"	195991029	195991030	"SDHAP1"
"31889"	"chr3"	196143385	196143386	"LINC00885"
"31890"	"chr3"	196339170	196339171	"TM4SF19.TCTEX1D2"
"31891"	"chr3"	196319081	196319082	"TM4SF19.AS1"
"31892"	"chr3"	196319081	196319082	"TM4SF19.AS1"
"31893"	"chr3"	196432134	196432135	"UBXN7.AS1"
"31894"	"chr3"	196569424	196569425	"WDR53"
"31895"	"chr3"	196569424	196569425	"WDR53"
"31896"	"chr3"	196569424	196569425	"WDR53"
"31897"	"chr3"	196569424	196569425	"WDR53"
"31898"	"chr3"	196569424	196569425	"WDR53"
"31899"	"chr3"	196569424	196569425	"WDR53"
"31900"	"chr3"	196569424	196569425	"WDR53"
"31901"	"chr3"	196569424	196569425	"WDR53"
"31902"	"chr3"	196569424	196569425	"WDR53"
"31903"	"chr3"	196569424	196569425	"WDR53"
"31904"	"chr3"	196633337	196633338	"LINC01063"
"31905"	"chr3"	196868605	196868606	"SENP5"
"31906"	"chr3"	196940626	196940627	"NCBP2.AS1"
"31907"	"chr3"	3800180	3800181	"LRRN1"
"31908"	"chr3"	8502572	8502573	"LMCD1"
"31909"	"chr3"	196082840	196082841	"TFRC"
"31910"	"chr3"	197294698	197294699	"MIR4797"
"31911"	"chr3"	197298996	197298997	"DLG1.AS1"
"31912"	"chr3"	197510411	197510412	"LINC02012"
"31913"	"chr3"	197628631	197628632	"LOC220729"
"31914"	"chr3"	197675326	197675327	"MIR922"
"31915"	"chr3"	197750302	197750303	"FYTTD1"
"31916"	"chr3"	197791975	197791976	"LRCH3"
"31917"	"chr3"	29282061	29282062	"RBMS3"
"31918"	"chr3"	197950675	197950676	"IQCG"
"31919"	"chr3"	197950675	197950676	"IQCG"
"31920"	"chr3"	197960769	197960770	"IQCG"
"31921"	"chr3"	197960769	197960770	"IQCG"
"31922"	"chr3"	197950675	197950676	"IQCG"
"31923"	"chr3"	197960949	197960950	"LMLN"
"31924"	"chr3"	198040217	198040218	"LMLN.AS1"
"31925"	"chr3"	198081421	198081422	"ANKRD18DP"
"31926"	"chr3"	198153955	198153956	"FAM157A"
"31927"	"chr3"	11847635	11847636	"TAMM41"
"31928"	"chr3"	142657646	142657647	"PLS1"
"31929"	"chr3"	93974840	93974841	"PROS1"
"31930"	"chr3"	32571608	32571609	"DYNC1LI1"
"31931"	"chr3"	52411409	52411410	"PHF7"
"31932"	"chr3"	52411409	52411410	"PHF7"
"31933"	"chr3"	52155173	52155174	"POC1A"
"31934"	"chr3"	52155173	52155174	"POC1A"
"31935"	"chr3"	138187997	138187998	"ARMC8"
"31936"	"chr3"	197184622	197184623	"DLG1"
"31937"	"chr3"	105869762	105869763	"CBLB"
"31938"	"chr3"	71544307	71544308	"FOXP1"
"31939"	"chr3"	119146770	119146771	"IGSF11"
"31940"	"chr3"	119146770	119146771	"IGSF11"
"31941"	"chr3"	180037687	180037688	"PEX5L"
"31942"	"chr3"	180037687	180037688	"PEX5L"
"31943"	"chr3"	180037687	180037688	"PEX5L"
"31944"	"chr3"	180913419	180913420	"FXR1"
"31945"	"chr3"	129894461	129894462	"TMCC1"
"31946"	"chr3"	129894461	129894462	"TMCC1"
"31947"	"chr3"	130851344	130851345	"ATP2C1"
"31948"	"chr3"	129894461	129894462	"TMCC1"
"31949"	"chr3"	129894461	129894462	"TMCC1"
"31950"	"chr3"	183636372	183636373	"KLHL24"
"31951"	"chr3"	183636372	183636373	"KLHL24"
"31952"	"chr3"	183636372	183636373	"KLHL24"
"31953"	"chr3"	47164863	47164864	"SETD2"
"31954"	"chr3"	71065674	71065675	"FOXP1"
"31955"	"chr3"	160405494	160405495	"MIR16.2"
"31956"	"chr3"	38650423	38650424	"SCN5A"
"31957"	"chr3"	9250396	9250397	"SRGAP3"
"31958"	"chr3"	49904623	49904624	"MST1R"
"31959"	"chr3"	190121647	190121648	"P3H2"
"31960"	"chr3"	112846700	112846701	"CD200R1L"
"31961"	"chr3"	100261741	100261742	"TBC1D23"
"31962"	"chr3"	52686669	52686670	"GNL3"
"31963"	"chr3"	19947733	19947734	"EFHB"
"31964"	"chr3"	20186956	20186957	"SGO1"
"31965"	"chr3"	20186956	20186957	"SGO1"
"31966"	"chr3"	28242368	28242369	"CMC1"
"31967"	"chr3"	28242368	28242369	"CMC1"
"31968"	"chr3"	43691619	43691620	"ABHD5"
"31969"	"chr3"	44762543	44762544	"KIF15"
"31970"	"chr3"	28349574	28349575	"AZI2"
"31971"	"chr3"	184175595	184175596	"AP2M1"
"31972"	"chr3"	1093773	1093774	"CNTN6"
"31973"	"chr3"	1093773	1093774	"CNTN6"
"31974"	"chr3"	1093773	1093774	"CNTN6"
"31975"	"chr3"	184562534	184562535	"EPHB3"
"31976"	"chr3"	184380438	184380439	"THPO"
"31977"	"chr3"	48919591	48919592	"ARIH2"
"31978"	"chr3"	109338322	109338323	"DPPA4"
"31979"	"chr3"	53495360	53495361	"CACNA1D"
"31980"	"chr3"	141052096	141052097	"SPSB4"
"31981"	"chr3"	111542946	111542947	"CD96"
"31982"	"chr3"	185821892	185821893	"IGF2BP2"
"31983"	"chr3"	124585408	124585409	"KALRN"
"31984"	"chr3"	53046823	53046824	"SFMBT1"
"31985"	"chr3"	125376104	125376105	"ZNF148"
"31986"	"chr3"	138330601	138330602	"NME9"
"31987"	"chr3"	10506336	10506337	"ATP2B2"
"31988"	"chr3"	39108410	39108411	"TTC21A"
"31989"	"chr3"	194468989	194468990	"ATP13A3"
"31990"	"chr3"	129975469	129975470	"TRH"
"31991"	"chr3"	48473908	48473909	"SHISA5"
"31992"	"chr3"	71726152	71726153	"EIF4E3"
"31993"	"chr3"	169664462	169664463	"MECOM"
"31994"	"chr3"	101779960	101779961	"NXPE3"
"31995"	"chr3"	124935501	124935502	"MUC13"
"31996"	"chr3"	184299990	184299991	"PSMD2"
"31997"	"chr3"	156143711	156143712	"KCNAB1"
"31998"	"chr3"	134651772	134651773	"KY"
"31999"	"chr3"	134651772	134651773	"KY"
"32000"	"chr3"	29281820	29281821	"RBMS3"
"32001"	"chr3"	44976924	44976925	"ZDHHC3"
"32002"	"chr3"	151087547	151087548	"MED12L"
"32003"	"chr3"	39330458	39330459	"CCR8"
"32004"	"chr3"	63968543	63968544	"ATXN7"
"32005"	"chr3"	147410114	147410115	"ZIC1"
"32006"	"chr3"	158802803	158802804	"MFSD1"
"32007"	"chr3"	152269678	152269679	"MBNL1"
"32008"	"chr3"	32239428	32239429	"CMTM8"
"32009"	"chr3"	120682989	120682990	"HGD"
"32010"	"chr3"	126476641	126476642	"ZXDC"
"32011"	"chr3"	158645277	158645278	"GFM1"
"32012"	"chr3"	142889833	142889834	"PCOLCE2"
"32013"	"chr3"	4468032	4468033	"SUMF1"
"32014"	"chr3"	4468032	4468033	"SUMF1"
"32015"	"chr3"	184032293	184032294	"HTR3D"
"32016"	"chr3"	184033580	184033581	"HTR3D"
"32017"	"chr3"	161106099	161106100	"B3GALNT1"
"32018"	"chr3"	75785752	75785753	"ZNF717"
"32019"	"chr3"	147422076	147422077	"LOC440982"
"32020"	"chr3"	191426273	191426274	"LINCR.0002"
"32021"	"chr3"	112602719	112602720	"LINC01279"
"32022"	"chr3"	50273868	50273869	"SEMA3B"
"32023"	"chr3"	52295058	52295059	"MIR135A1"
"32024"	"chr3"	160405337	160405338	"MIR15B"
"32025"	"chr3"	52269111	52269112	"MIRLET7G"
"32026"	"chr3"	171461158	171461159	"TNIK"
"32027"	"chr3"	20186983	20186984	"SGO1"
"32028"	"chr3"	20186956	20186957	"SGO1"
"32029"	"chr3"	172751434	172751435	"ECT2"
"32030"	"chr3"	50612611	50612612	"MAPKAPK3"
"32031"	"chr3"	50617900	50617901	"MAPKAPK3"
"32032"	"chr3"	197299362	197299363	"DLG1"
"32033"	"chr3"	197792003	197792004	"LRCH3"
"32034"	"chr3"	11273146	11273147	"ATG7"
"32035"	"chr3"	101725363	101725364	"CEP97"
"32036"	"chr3"	48848624	48848625	"PRKAR2A"
"32037"	"chr3"	48919591	48919592	"ARIH2"
"32038"	"chr3"	167735613	167735614	"PDCD10"
"32039"	"chr3"	184813256	184813257	"VPS8"
"32040"	"chr3"	45389325	45389326	"LARS2"
"32041"	"chr3"	138330601	138330602	"NME9"
"32042"	"chr3"	157544093	157544094	"SLC66A1L"
"32043"	"chr3"	15428297	15428298	"METTL6"
"32044"	"chr3"	51942654	51942655	"RRP9"
"32045"	"chr3"	159840610	159840611	"SCHIP1"
"32046"	"chr3"	184186824	184186825	"ABCF3"
"32047"	"chr3"	33719004	33719005	"CLASP2"
"32048"	"chr3"	196943343	196943344	"NCBP2"
"32049"	"chr3"	113515906	113515907	"SPICE1"
"32050"	"chr3"	196339138	196339139	"TM4SF19"
"32051"	"chr3"	196339138	196339139	"TM4SF19"
"32052"	"chr3"	194370493	194370494	"LRRC15"
"32053"	"chr3"	160226385	160226386	"C3orf80"
"32054"	"chr3"	125969927	125969928	"ROPN1B"
"32055"	"chr3"	121661653	121661654	"HCLS1"
"32056"	"chr3"	169148221	169148222	"MECOM"
"32057"	"chr3"	169148221	169148222	"MECOM"
"32058"	"chr3"	45916474	45916475	"LZTFL1"
"32059"	"chr3"	93980888	93980889	"ARL13B"
"32060"	"chr3"	183556456	183556457	"KLHL6"
"32061"	"chr3"	9879806	9879807	"CIDEC"
"32062"	"chr3"	129061516	129061517	"GP9"
"32063"	"chr3"	17741657	17741658	"TBC1D5"
"32064"	"chr3"	172711817	172711818	"NCEH1"
"32065"	"chr3"	113533304	113533305	"SIDT1"
"32066"	"chr3"	53348293	53348294	"DCP1A"
"32067"	"chr3"	40310456	40310457	"EIF1B"
"32068"	"chr3"	142029376	142029377	"TFDP2"
"32069"	"chr3"	142029376	142029377	"TFDP2"
"32070"	"chr3"	98523816	98523817	"CLDND1"
"32071"	"chr3"	102435764	102435765	"ZPLD1"
"32072"	"chr3"	96815343	96815344	"EPHA6"
"32073"	"chr3"	97440356	97440357	"EPHA6"
"32074"	"chr3"	97440356	97440357	"EPHA6"
"32075"	"chr3"	39108377	39108378	"GORASP1"
"32076"	"chr3"	39468429	39468430	"MOBP"
"32077"	"chr3"	12485229	12485230	"TSEN2"
"32078"	"chr3"	12664867	12664868	"RAF1"
"32079"	"chr3"	179072559	179072560	"ZMAT3"
"32080"	"chr3"	134796009	134796010	"EPHB1"
"32081"	"chr3"	123992102	123992103	"ROPN1"
"32082"	"chr3"	183163484	183163485	"LAMP3"
"32083"	"chr3"	20186983	20186984	"SGO1"
"32084"	"chr3"	113020421	113020422	"NEPRO"
"32085"	"chr3"	52411409	52411410	"PHF7"
"32086"	"chr3"	16265961	16265962	"OXNAD1"
"32087"	"chr3"	156827102	156827103	"LEKR1"
"32088"	"chr3"	129440973	129440974	"IFT122"
"32089"	"chr3"	71131336	71131337	"FOXP1"
"32090"	"chr3"	196318990	196318991	"TCTEX1D2"
"32091"	"chr3"	38650422	38650423	"SCN5A"
"32092"	"chr3"	131027626	131027627	"NEK11"
"32093"	"chr3"	131027604	131027605	"ASTE1"
"32094"	"chr3"	14403325	14403326	"SLC6A6"
"32095"	"chr3"	10993497	10993498	"SLC6A1"
"32096"	"chr3"	156555950	156555951	"SSR3"
"32097"	"chr3"	53162256	53162257	"PRKCD"
"32098"	"chr3"	139045642	139045643	"PRR23C"
"32099"	"chr3"	113533304	113533305	"SIDT1"
"32100"	"chr3"	184362459	184362460	"POLR2H"
"32101"	"chr3"	184364110	184364111	"POLR2H"
"32102"	"chr3"	15428294	15428295	"METTL6"
"32103"	"chr3"	12770207	12770208	"TMEM40"
"32104"	"chr3"	113747784	113747785	"ATP6V1A"
"32105"	"chr3"	112991733	112991734	"GTPBP8"
"32106"	"chr3"	11847635	11847636	"TAMM41"
"32107"	"chr3"	187671144	187671145	"SST"
"32108"	"chr3"	141778950	141778951	"GRK7"
"32109"	"chr3"	49870656	49870657	"CAMKV"
"32110"	"chr3"	66039668	66039669	"MAGI1"
"32111"	"chr3"	16265827	16265828	"OXNAD1"
"32112"	"chr3"	16265827	16265828	"OXNAD1"
"32113"	"chr3"	16265827	16265828	"OXNAD1"
"32114"	"chr3"	115148038	115148039	"ZBTB20"
"32115"	"chr3"	49095123	49095124	"QRICH1"
"32116"	"chr3"	87228058	87228059	"CHMP2B"
"32117"	"chr3"	25429012	25429013	"RARB"
"32118"	"chr3"	25429012	25429013	"RARB"
"32119"	"chr3"	113533304	113533305	"SIDT1"
"32120"	"chr3"	49105507	49105508	"QARS"
"32121"	"chr3"	101321325	101321326	"IMPG2"
"32122"	"chr3"	159070001	159070002	"IQCJ.SCHIP1"
"32123"	"chr3"	40387933	40387934	"ENTPD3"
"32124"	"chr3"	134486473	134486474	"CEP63"
"32125"	"chr3"	47381770	47381771	"PTPN23"
"32126"	"chr3"	11847635	11847636	"TAMM41"
"32127"	"chr3"	184378958	184378959	"THPO"
"32128"	"chr3"	184378958	184378959	"THPO"
"32129"	"chr3"	15522456	15522457	"COLQ"
"32130"	"chr3"	11273146	11273147	"ATG7"
"32131"	"chr3"	62876166	62876167	"CADPS"
"32132"	"chr3"	189632138	189632139	"TP63"
"32133"	"chr3"	43106829	43106830	"POMGNT2"
"32134"	"chr3"	129894461	129894462	"TMCC1"
"32135"	"chr3"	129894461	129894462	"TMCC1"
"32136"	"chr3"	108091838	108091839	"CD47"
"32137"	"chr3"	27457528	27457529	"SLC4A7"
"32138"	"chr3"	27457528	27457529	"SLC4A7"
"32139"	"chr3"	24495600	24495601	"THRB"
"32140"	"chr3"	24495600	24495601	"THRB"
"32141"	"chr3"	24495600	24495601	"THRB"
"32142"	"chr3"	24495600	24495601	"THRB"
"32143"	"chr3"	138133140	138133141	"A4GNT"
"32144"	"chr3"	143002319	143002320	"U2SURP"
"32145"	"chr3"	97765507	97765508	"ARL6"
"32146"	"chr3"	53256864	53256865	"TKT"
"32147"	"chr3"	121546738	121546739	"POLQ"
"32148"	"chr3"	184362463	184362464	"POLR2H"
"32149"	"chr3"	14179566	14179567	"LSM3"
"32150"	"chr3"	109118884	109118885	"MORC1"
"32151"	"chr3"	9810664	9810665	"TTLL3"
"32152"	"chr3"	9811011	9811012	"TTLL3"
"32153"	"chr3"	38497089	38497090	"EXOG"
"32154"	"chr3"	9917847	9917848	"IL17RC"
"32155"	"chr3"	15099898	15099899	"RBSN"
"32156"	"chr3"	185553338	185553339	"LIPH"
"32157"	"chr3"	9844809	9844810	"RPUSD3"
"32158"	"chr3"	44585713	44585714	"ZNF660"
"32159"	"chr3"	143849218	143849219	"SLC9A9"
"32160"	"chr3"	169813654	169813655	"LRRC34"
"32161"	"chr3"	42805285	42805286	"HIGD1A"
"32162"	"chr3"	130346265	130346266	"COL6A5"
"32163"	"chr3"	41200254	41200255	"CTNNB1"
"32164"	"chr3"	46613274	46613275	"FAM240A"
"32165"	"chr3"	61252211	61252212	"FHIT"
"32166"	"chr3"	9750693	9750694	"OGG1"
